regiao;tipo_estabelecimento;ano;resultado;n_conformidades;tempo_resolucao;tipo_conformidade;gravidade_conformidade;tamanho_estabelecimento;numero_fiscalizacoes_previas;tipo_acao_corretiva;status_acao_corretiva;categoria_produtos;licenca_valida;dias_desde_ultima_fiscalizacao;inspecao_planejada;fiscal_responsavel
Norte;Indústria de Saneantes;2020;Conforme;1;199;Registro de Produtos;Alta;Médio;3;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;255;Planejada;1099
Centro-Oeste;Indústria de Cosméticos;2020;Conforme;2;91;Armazenamento;Baixa;Grande;1;Reformulação de Produtos;Em Progresso;Alimentos;Não;643;Não Planejada;1088
Sudeste;Indústria de Saneantes;2020;Não Conforme;4;147;Boas Práticas de Fabricação;Alta;Grande;4;Adequação de Processo;Concluída;Cosméticos;Não;468;Planejada;1073
Nordeste;Laboratório;2020;Conforme;3;150;Armazenamento;Baixa;Pequeno;0;Reformulação de Produtos;Pendente;Saneantes;Não;183;Planejada;1077
Norte;Laboratório;2019;Conforme;5;52;Rotulagem;Baixa;Pequeno;2;Adequação de Processo;Concluída;Saneantes;Sim;107;Planejada;1025
Nordeste;Indústria de Cosméticos;2022;Não Conforme;7;243;Rotulagem;Alta;Pequeno;1;Adequação de Processo;Concluída;Alimentos;Sim;499;Não Planejada;1082
Sudeste;Indústria de Cosméticos;2022;Conforme;7;219;Registro de Produtos;Média;Grande;4;Reformulação de Produtos;Em Progresso;Saneantes;Não;447;Planejada;1029
Sudeste;Farmácia;2020;Não Conforme;2;6;Armazenamento;Alta;Médio;0;Requalificação de Pessoal;Concluída;Medicamentos;Sim;177;Planejada;1011
Sul;Laboratório;2021;Não Conforme;3;109;Boas Práticas de Fabricação;Baixa;Médio;1;Reformulação de Produtos;Pendente;Medicamentos;Sim;72;Não Planejada;1030
Sudeste;Distribuidora;2018;Conforme;0;351;Rotulagem;Alta;Médio;0;Reformulação de Produtos;Pendente;Saneantes;Não;70;Planejada;1081
Centro-Oeste;Distribuidora;2023;Conforme;1;66;Boas Práticas de Fabricação;Baixa;Pequeno;0;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;581;Não Planejada;1001
Norte;Hospital;2021;Conforme;8;10;Condições Sanitárias;Alta;Médio;1;Reformulação de Produtos;Em Progresso;Cosméticos;Não;123;Planejada;1077
Sul;Indústria de Saneantes;2023;Não Conforme;9;202;Registro de Produtos;Alta;Médio;1;Requalificação de Pessoal;Pendente;Cosméticos;Sim;392;Planejada;1019
Centro-Oeste;Indústria de Cosméticos;2021;Não Conforme;9;282;Boas Práticas de Fabricação;Alta;Pequeno;4;Requalificação de Pessoal;Concluída;Saneantes;Não;227;Planejada;1057
Nordeste;Farmácia;2021;Não Conforme;1;214;Registro de Produtos;Média;Médio;1;Requalificação de Pessoal;Pendente;Saneantes;Não;368;Não Planejada;1019
Norte;Distribuidora;2022;Conforme;5;68;Condições Sanitárias;Alta;Médio;4;Melhoria de Infraestrutura;Em Progresso;Alimentos;Sim;458;Planejada;1033
Sudeste;Clínica;2018;Conforme;6;247;Boas Práticas de Fabricação;Alta;Médio;0;Adequação de Processo;Pendente;Cosméticos;Não;183;Não Planejada;1059
Norte;Farmácia;2021;Conforme;5;354;Boas Práticas de Fabricação;Média;Grande;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;227;Planejada;1033
Nordeste;Farmácia;2020;Conforme;7;327;Condições Sanitárias;Média;Grande;4;Adequação de Processo;Pendente;Alimentos;Não;72;Planejada;1036
Sul;Distribuidora;2023;Conforme;8;50;Armazenamento;Baixa;Pequeno;4;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;512;Não Planejada;1066
Sul;Clínica;2022;Conforme;7;17;Boas Práticas de Fabricação;Baixa;Pequeno;2;Requalificação de Pessoal;Concluída;Alimentos;Sim;8;Não Planejada;1098
Sul;Hospital;2023;Não Conforme;4;11;Boas Práticas de Fabricação;Alta;Grande;4;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;72;Planejada;1096
Sudeste;Distribuidora;2020;Não Conforme;7;309;Rotulagem;Baixa;Pequeno;4;Adequação de Processo;Concluída;Medicamentos;Sim;724;Não Planejada;1018
Centro-Oeste;Clínica;2020;Não Conforme;9;306;Armazenamento;Alta;Pequeno;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;46;Não Planejada;1094
Centro-Oeste;Farmácia;2021;Conforme;9;124;Boas Práticas de Fabricação;Média;Médio;3;Reformulação de Produtos;Concluída;Medicamentos;Sim;150;Planejada;1051
Norte;Clínica;2020;Não Conforme;8;225;Condições Sanitárias;Média;Pequeno;1;Reformulação de Produtos;Pendente;Medicamentos;Não;593;Não Planejada;1043
Sudeste;Farmácia;2018;Não Conforme;7;244;Registro de Produtos;Alta;Pequeno;2;Requalificação de Pessoal;Concluída;Saneantes;Sim;482;Não Planejada;1085
Sul;Indústria de Saneantes;2020;Não Conforme;1;318;Condições Sanitárias;Baixa;Médio;4;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;409;Planejada;1026
Sul;Distribuidora;2021;Conforme;1;332;Armazenamento;Baixa;Médio;4;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;175;Planejada;1037
Nordeste;Indústria de Cosméticos;2023;Conforme;2;346;Rotulagem;Baixa;Grande;1;Adequação de Processo;Concluída;Saneantes;Não;427;Não Planejada;1091
Nordeste;Distribuidora;2020;Não Conforme;6;29;Rotulagem;Alta;Pequeno;0;Adequação de Processo;Concluída;Cosméticos;Sim;655;Não Planejada;1020
Sul;Indústria de Saneantes;2022;Conforme;8;358;Rotulagem;Baixa;Médio;2;Melhoria de Infraestrutura;Pendente;Cosméticos;Não;704;Não Planejada;1083
Sul;Laboratório;2022;Conforme;7;357;Condições Sanitárias;Média;Pequeno;3;Adequação de Processo;Em Progresso;Cosméticos;Sim;671;Planejada;1037
Sudeste;Laboratório;2022;Conforme;8;285;Registro de Produtos;Média;Pequeno;1;Reformulação de Produtos;Concluída;Alimentos;Não;237;Não Planejada;1012
Centro-Oeste;Laboratório;2023;Conforme;5;59;Registro de Produtos;Média;Grande;1;Reformulação de Produtos;Em Progresso;Cosméticos;Não;595;Planejada;1092
Nordeste;Distribuidora;2019;Não Conforme;0;143;Boas Práticas de Fabricação;Média;Grande;2;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;687;Planejada;1020
Centro-Oeste;Hospital;2022;Conforme;3;326;Registro de Produtos;Média;Grande;4;Reformulação de Produtos;Concluída;Cosméticos;Não;140;Não Planejada;1041
Sudeste;Distribuidora;2022;Não Conforme;5;352;Registro de Produtos;Média;Grande;4;Adequação de Processo;Pendente;Alimentos;Não;64;Não Planejada;1096
Sul;Indústria de Saneantes;2019;Não Conforme;5;300;Boas Práticas de Fabricação;Média;Grande;3;Adequação de Processo;Em Progresso;Alimentos;Sim;279;Não Planejada;1095
Centro-Oeste;Indústria de Saneantes;2023;Conforme;7;226;Condições Sanitárias;Média;Médio;2;Adequação de Processo;Em Progresso;Medicamentos;Sim;50;Não Planejada;1047
Sul;Indústria de Cosméticos;2022;Conforme;0;164;Condições Sanitárias;Média;Grande;1;Adequação de Processo;Concluída;Saneantes;Sim;215;Não Planejada;1045
Sul;Clínica;2021;Conforme;1;84;Armazenamento;Alta;Médio;2;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Sim;637;Planejada;1091
Norte;Distribuidora;2023;Não Conforme;1;313;Condições Sanitárias;Alta;Grande;0;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;36;Não Planejada;1077
Centro-Oeste;Distribuidora;2022;Não Conforme;5;117;Rotulagem;Média;Médio;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;651;Não Planejada;1056
Centro-Oeste;Farmácia;2022;Não Conforme;6;320;Rotulagem;Média;Pequeno;3;Melhoria de Infraestrutura;Pendente;Saneantes;Não;598;Planejada;1051
Sul;Indústria de Saneantes;2019;Não Conforme;1;204;Armazenamento;Média;Grande;3;Reformulação de Produtos;Pendente;Saneantes;Sim;431;Planejada;1021
Sudeste;Farmácia;2021;Não Conforme;4;355;Registro de Produtos;Baixa;Médio;1;Adequação de Processo;Pendente;Saneantes;Sim;505;Planejada;1097
Norte;Farmácia;2023;Não Conforme;5;294;Armazenamento;Alta;Grande;4;Reformulação de Produtos;Pendente;Saneantes;Não;568;Planejada;1016
Sul;Distribuidora;2020;Não Conforme;3;145;Boas Práticas de Fabricação;Média;Médio;1;Adequação de Processo;Concluída;Saneantes;Sim;249;Planejada;1096
Nordeste;Hospital;2018;Conforme;0;27;Armazenamento;Alta;Médio;1;Melhoria de Infraestrutura;Concluída;Saneantes;Não;468;Não Planejada;1096
Nordeste;Clínica;2021;Não Conforme;2;17;Armazenamento;Média;Grande;0;Reformulação de Produtos;Concluída;Alimentos;Sim;510;Planejada;1025
Norte;Clínica;2020;Não Conforme;9;63;Rotulagem;Baixa;Médio;1;Adequação de Processo;Concluída;Medicamentos;Não;394;Planejada;1038
Sudeste;Indústria de Saneantes;2021;Não Conforme;8;267;Boas Práticas de Fabricação;Média;Pequeno;2;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;440;Planejada;1070
Sul;Indústria de Cosméticos;2020;Não Conforme;5;64;Boas Práticas de Fabricação;Alta;Grande;2;Requalificação de Pessoal;Pendente;Alimentos;Sim;726;Não Planejada;1062
Centro-Oeste;Indústria de Saneantes;2020;Conforme;1;39;Armazenamento;Alta;Pequeno;3;Adequação de Processo;Em Progresso;Alimentos;Sim;158;Planejada;1088
Norte;Hospital;2021;Não Conforme;8;130;Boas Práticas de Fabricação;Alta;Médio;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;94;Não Planejada;1050
Sudeste;Hospital;2019;Não Conforme;3;115;Boas Práticas de Fabricação;Alta;Médio;3;Adequação de Processo;Pendente;Alimentos;Não;486;Não Planejada;1029
Centro-Oeste;Clínica;2021;Conforme;7;45;Condições Sanitárias;Média;Grande;0;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;439;Não Planejada;1040
Nordeste;Laboratório;2021;Conforme;9;216;Boas Práticas de Fabricação;Baixa;Pequeno;1;Reformulação de Produtos;Concluída;Alimentos;Sim;166;Não Planejada;1032
Nordeste;Farmácia;2020;Não Conforme;6;88;Registro de Produtos;Baixa;Pequeno;3;Adequação de Processo;Concluída;Cosméticos;Não;56;Não Planejada;1049
Centro-Oeste;Farmácia;2018;Não Conforme;2;336;Boas Práticas de Fabricação;Média;Grande;1;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;455;Planejada;1062
Norte;Clínica;2020;Não Conforme;7;177;Rotulagem;Média;Pequeno;3;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;370;Não Planejada;1038
Nordeste;Indústria de Saneantes;2022;Não Conforme;3;265;Condições Sanitárias;Alta;Grande;1;Adequação de Processo;Concluída;Medicamentos;Sim;378;Não Planejada;1027
Sul;Hospital;2021;Não Conforme;1;105;Rotulagem;Média;Grande;3;Requalificação de Pessoal;Concluída;Saneantes;Sim;395;Planejada;1017
Centro-Oeste;Indústria de Saneantes;2023;Não Conforme;4;334;Rotulagem;Baixa;Médio;2;Adequação de Processo;Pendente;Alimentos;Sim;391;Planejada;1073
Centro-Oeste;Indústria de Cosméticos;2021;Conforme;0;301;Registro de Produtos;Média;Médio;0;Requalificação de Pessoal;Concluída;Cosméticos;Sim;352;Não Planejada;1058
Nordeste;Laboratório;2019;Conforme;7;171;Condições Sanitárias;Média;Pequeno;3;Adequação de Processo;Pendente;Cosméticos;Sim;82;Planejada;1065
Norte;Clínica;2023;Não Conforme;7;108;Armazenamento;Baixa;Grande;2;Reformulação de Produtos;Concluída;Medicamentos;Não;546;Não Planejada;1042
Sul;Farmácia;2020;Não Conforme;2;355;Boas Práticas de Fabricação;Baixa;Grande;4;Reformulação de Produtos;Em Progresso;Alimentos;Não;63;Planejada;1077
Norte;Distribuidora;2019;Não Conforme;0;161;Registro de Produtos;Média;Grande;3;Reformulação de Produtos;Pendente;Cosméticos;Sim;514;Não Planejada;1012
Sudeste;Indústria de Saneantes;2021;Conforme;3;283;Registro de Produtos;Alta;Grande;1;Reformulação de Produtos;Em Progresso;Cosméticos;Não;702;Não Planejada;1000
Sudeste;Hospital;2020;Não Conforme;8;40;Armazenamento;Alta;Médio;0;Melhoria de Infraestrutura;Pendente;Alimentos;Não;555;Não Planejada;1031
Nordeste;Distribuidora;2020;Conforme;8;26;Registro de Produtos;Alta;Pequeno;2;Reformulação de Produtos;Pendente;Saneantes;Não;607;Planejada;1088
Nordeste;Indústria de Cosméticos;2022;Conforme;0;83;Armazenamento;Baixa;Médio;2;Adequação de Processo;Em Progresso;Medicamentos;Não;148;Planejada;1009
Nordeste;Clínica;2022;Não Conforme;6;173;Armazenamento;Baixa;Grande;0;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;519;Planejada;1014
Sudeste;Indústria de Saneantes;2018;Conforme;5;173;Armazenamento;Alta;Pequeno;3;Adequação de Processo;Concluída;Alimentos;Sim;726;Planejada;1092
Norte;Farmácia;2022;Não Conforme;6;282;Registro de Produtos;Média;Pequeno;1;Requalificação de Pessoal;Pendente;Saneantes;Não;308;Não Planejada;1016
Norte;Indústria de Saneantes;2023;Conforme;6;70;Armazenamento;Média;Grande;4;Reformulação de Produtos;Concluída;Cosméticos;Sim;505;Planejada;1062
Nordeste;Laboratório;2020;Não Conforme;7;323;Registro de Produtos;Média;Grande;3;Adequação de Processo;Pendente;Saneantes;Sim;98;Planejada;1053
Sul;Distribuidora;2022;Não Conforme;7;6;Condições Sanitárias;Baixa;Médio;0;Adequação de Processo;Concluída;Cosméticos;Não;302;Não Planejada;1022
Norte;Laboratório;2018;Conforme;9;284;Armazenamento;Baixa;Médio;3;Adequação de Processo;Em Progresso;Cosméticos;Não;42;Não Planejada;1070
Sudeste;Indústria de Cosméticos;2021;Conforme;1;195;Registro de Produtos;Alta;Grande;3;Requalificação de Pessoal;Em Progresso;Saneantes;Não;316;Planejada;1049
Centro-Oeste;Farmácia;2023;Conforme;3;13;Registro de Produtos;Média;Grande;0;Requalificação de Pessoal;Concluída;Medicamentos;Não;384;Não Planejada;1058
Centro-Oeste;Distribuidora;2022;Não Conforme;3;63;Registro de Produtos;Baixa;Médio;0;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;104;Planejada;1035
Centro-Oeste;Indústria de Cosméticos;2020;Conforme;9;13;Boas Práticas de Fabricação;Baixa;Pequeno;4;Adequação de Processo;Concluída;Alimentos;Não;336;Planejada;1005
Sul;Laboratório;2021;Conforme;7;249;Boas Práticas de Fabricação;Alta;Pequeno;0;Requalificação de Pessoal;Pendente;Cosméticos;Sim;590;Planejada;1065
Nordeste;Laboratório;2020;Não Conforme;2;205;Armazenamento;Média;Pequeno;0;Reformulação de Produtos;Pendente;Saneantes;Sim;636;Não Planejada;1031
Sudeste;Distribuidora;2021;Não Conforme;2;253;Condições Sanitárias;Baixa;Médio;0;Requalificação de Pessoal;Em Progresso;Saneantes;Não;32;Não Planejada;1052
Sul;Farmácia;2023;Conforme;1;40;Armazenamento;Baixa;Grande;2;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;679;Não Planejada;1068
Sudeste;Laboratório;2020;Conforme;0;165;Rotulagem;Baixa;Pequeno;0;Adequação de Processo;Em Progresso;Cosméticos;Sim;282;Não Planejada;1082
Sudeste;Clínica;2022;Conforme;7;31;Rotulagem;Baixa;Grande;0;Adequação de Processo;Pendente;Saneantes;Sim;30;Não Planejada;1001
Nordeste;Indústria de Cosméticos;2022;Não Conforme;8;17;Condições Sanitárias;Média;Médio;0;Adequação de Processo;Concluída;Medicamentos;Não;681;Planejada;1042
Centro-Oeste;Distribuidora;2018;Não Conforme;8;137;Condições Sanitárias;Alta;Médio;4;Adequação de Processo;Em Progresso;Cosméticos;Sim;393;Planejada;1086
Nordeste;Hospital;2021;Conforme;7;320;Condições Sanitárias;Média;Grande;3;Reformulação de Produtos;Concluída;Saneantes;Não;32;Não Planejada;1039
Sul;Hospital;2018;Não Conforme;4;313;Boas Práticas de Fabricação;Alta;Grande;0;Adequação de Processo;Em Progresso;Alimentos;Sim;696;Planejada;1067
Sul;Farmácia;2019;Conforme;0;165;Boas Práticas de Fabricação;Baixa;Grande;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;565;Planejada;1003
Sul;Clínica;2022;Conforme;8;281;Rotulagem;Média;Grande;4;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;149;Não Planejada;1074
Nordeste;Laboratório;2021;Não Conforme;5;223;Condições Sanitárias;Alta;Pequeno;3;Adequação de Processo;Concluída;Cosméticos;Sim;76;Não Planejada;1045
Sudeste;Hospital;2023;Conforme;6;122;Registro de Produtos;Alta;Grande;4;Adequação de Processo;Concluída;Cosméticos;Não;407;Não Planejada;1019
Sudeste;Farmácia;2018;Conforme;7;78;Rotulagem;Baixa;Pequeno;1;Reformulação de Produtos;Concluída;Medicamentos;Sim;581;Planejada;1013
Norte;Indústria de Cosméticos;2023;Não Conforme;4;313;Condições Sanitárias;Alta;Médio;1;Melhoria de Infraestrutura;Pendente;Cosméticos;Sim;274;Não Planejada;1098
Sul;Clínica;2023;Conforme;5;327;Registro de Produtos;Alta;Pequeno;1;Requalificação de Pessoal;Pendente;Alimentos;Não;549;Planejada;1013
Sudeste;Clínica;2023;Conforme;6;88;Condições Sanitárias;Alta;Grande;0;Reformulação de Produtos;Pendente;Saneantes;Sim;647;Não Planejada;1048
Norte;Indústria de Saneantes;2018;Não Conforme;6;113;Armazenamento;Baixa;Pequeno;4;Requalificação de Pessoal;Concluída;Saneantes;Não;61;Não Planejada;1002
Sudeste;Farmácia;2019;Conforme;1;100;Registro de Produtos;Média;Médio;0;Adequação de Processo;Pendente;Alimentos;Sim;131;Não Planejada;1078
Sul;Farmácia;2018;Conforme;0;303;Armazenamento;Baixa;Grande;1;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;513;Não Planejada;1020
Centro-Oeste;Indústria de Saneantes;2020;Não Conforme;7;239;Boas Práticas de Fabricação;Alta;Médio;3;Requalificação de Pessoal;Concluída;Cosméticos;Sim;60;Não Planejada;1060
Sul;Laboratório;2022;Não Conforme;4;346;Rotulagem;Alta;Médio;3;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;380;Planejada;1001
Nordeste;Farmácia;2018;Não Conforme;9;111;Condições Sanitárias;Média;Grande;4;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;347;Planejada;1020
Sudeste;Indústria de Saneantes;2018;Conforme;1;90;Rotulagem;Alta;Pequeno;3;Reformulação de Produtos;Concluída;Saneantes;Não;442;Não Planejada;1009
Sudeste;Laboratório;2019;Não Conforme;2;139;Condições Sanitárias;Média;Médio;1;Adequação de Processo;Em Progresso;Medicamentos;Sim;543;Não Planejada;1090
Nordeste;Laboratório;2020;Conforme;5;135;Armazenamento;Alta;Grande;4;Melhoria de Infraestrutura;Concluída;Alimentos;Não;399;Planejada;1018
Nordeste;Distribuidora;2018;Não Conforme;9;12;Registro de Produtos;Alta;Médio;4;Reformulação de Produtos;Pendente;Alimentos;Sim;7;Não Planejada;1052
Centro-Oeste;Clínica;2022;Conforme;5;244;Registro de Produtos;Baixa;Pequeno;1;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;391;Não Planejada;1075
Sudeste;Indústria de Cosméticos;2022;Conforme;7;182;Condições Sanitárias;Baixa;Médio;1;Requalificação de Pessoal;Concluída;Medicamentos;Não;135;Planejada;1048
Sudeste;Clínica;2018;Não Conforme;4;195;Armazenamento;Média;Médio;1;Requalificação de Pessoal;Em Progresso;Saneantes;Não;20;Planejada;1079
Centro-Oeste;Clínica;2023;Conforme;4;362;Condições Sanitárias;Baixa;Médio;1;Adequação de Processo;Em Progresso;Alimentos;Sim;327;Planejada;1007
Norte;Distribuidora;2023;Conforme;6;122;Condições Sanitárias;Média;Médio;4;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;434;Planejada;1056
Centro-Oeste;Laboratório;2020;Não Conforme;9;53;Condições Sanitárias;Baixa;Pequeno;3;Adequação de Processo;Em Progresso;Saneantes;Sim;654;Planejada;1088
Sul;Laboratório;2022;Conforme;4;356;Registro de Produtos;Média;Grande;1;Adequação de Processo;Em Progresso;Cosméticos;Não;374;Não Planejada;1023
Sudeste;Farmácia;2023;Conforme;8;173;Condições Sanitárias;Alta;Médio;2;Reformulação de Produtos;Em Progresso;Cosméticos;Não;143;Planejada;1046
Nordeste;Distribuidora;2022;Conforme;5;179;Registro de Produtos;Média;Pequeno;4;Adequação de Processo;Em Progresso;Saneantes;Não;722;Planejada;1081
Sul;Farmácia;2020;Não Conforme;6;293;Boas Práticas de Fabricação;Baixa;Médio;0;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;394;Planejada;1020
Sudeste;Distribuidora;2020;Não Conforme;7;59;Armazenamento;Média;Médio;3;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;483;Planejada;1007
Centro-Oeste;Farmácia;2023;Não Conforme;4;54;Boas Práticas de Fabricação;Baixa;Médio;4;Requalificação de Pessoal;Concluída;Saneantes;Sim;637;Planejada;1018
Sul;Hospital;2018;Não Conforme;3;257;Condições Sanitárias;Alta;Pequeno;1;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;491;Não Planejada;1029
Sudeste;Indústria de Saneantes;2021;Não Conforme;7;245;Registro de Produtos;Baixa;Médio;2;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;321;Não Planejada;1090
